集計年,都道府県コード,都道府県名,男女区分,0～4歳（人）,5～9歳（人）,10～14歳（人）,15～19歳（人）,20～24歳（人）,25～29歳（人）,30～34歳（人）,35～39歳（人）,40～44歳（人）,45～49歳（人）,50～54歳（人）,55～59歳（人）,60～64歳（人）,65～69歳（人）,70～74歳（人）,75～79歳（人）,80～84歳（人）,85～89歳（人）,90歳以上（人）
1990,24,三重県,男,49394,55910,64148,72478,53164,54246,52777,61487,75492,64789,58143,58058,53706,32689,24534,19847,11931,4913,1442
1990,24,三重県,女,46431,53662,60706,69339,56311,55670,54441,63112,75525,64755,59582,59647,55646,46729,36766,31296,19977,9830,3404
1995,24,三重県,男,46171,52074,57560,62477,63832,58512,57532,55704,63651,76463,64694,57603,56238,50349,29445,19930,13530,6220,1891
1995,24,三重県,女,43833,48877,55130,59289,65744,58753,58315,56647,64571,76130,65173,59760,59340,54359,44595,33216,25295,13083,5216
2000,24,三重県,男,45404,47367,52694,54598,53062,67263,60120,58708,56289,63449,75286,63611,56102,52584,45103,24614,14278,7526,2854
2000,24,三重県,女,43384,44833,49399,52486,53770,66916,59925,59342,57044,64197,75791,65101,59534,57733,51674,40803,27773,17695,8322
2005,24,三重県,男,42110,45658,46914,49313,45129,54608,67362,59542,57810,54789,61545,73103,61539,53113,47653,38081,18375,8459,3715
2005,24,三重県,女,40224,43407,44278,45992,45140,52860,65123,58689,57906,55768,63018,74797,64316,57806,55289,47840,35047,20845,12882
2010,24,三重県,男,39794,43382,46315,45356,43265,50351,58075,69993,61258,58550,54542,60970,71281,58618,48712,40649,28525,11226,4456
2010,24,三重県,女,38496,41308,43879,43122,42770,47584,55339,67316,60185,58685,56096,63149,74388,63208,55565,51392,41699,26562,16491
2015,24,三重県,男,37317,39877,43337,44814,42527,46920,51759,58902,70313,61330,58074,53760,59139,68139,54181,42204,31292,18144,6274
2015,24,三重県,女,35405,38409,41077,42774,41225,43212,47383,55146,66859,59655,58176,55644,62407,73212,61011,52018,45163,32210,21984
2020,24,三重県,男,32704,37152,39732,42276,43110,44867,47249,51600,58428,69548,60271,56700,51698,56042,62895,47028,32835,20342,10151
2020,24,三重県,女,31031,35181,38153,40345,41885,41661,42893,47010,54636,66157,59026,57521,54783,61127,70552,57027,45849,35415,28353
2025,24,三重県,男,29678,32586,37050,38795,40769,45429,45238,47149,51229,57820,68368,58926,54629,49124,51831,55210,37031,21805,12931
2025,24,三重県,女,28158,30849,34974,37505,39621,42389,41452,42612,46628,54098,65485,58404,56693,53723,58956,66299,50611,36513,33955
2030,24,三重県,男,28364,29571,32504,36196,37477,42979,45785,45152,46808,50716,56855,66867,56870,52013,45586,45646,44266,25026,14946
2030,24,三重県,女,26909,28000,30676,34397,36885,40129,42170,41178,42270,46185,53567,64808,57616,55646,51899,55473,59401,40805,37833
2035,24,三重県,男,27311,28266,29501,31763,34977,39584,43319,45679,44830,46337,49891,55645,64573,54257,48401,40409,36786,30740,17602
2035,24,三重県,女,25911,26764,27851,30185,33853,37380,39924,41890,40850,41878,45748,53033,63956,56612,53830,48982,49833,48759,43008
2040,24,三重県,男,25835,27209,28196,28829,30717,36959,39913,43207,45352,44392,45595,48859,53796,61665,50637,43127,32946,25736,22283
2040,24,三重県,女,24510,25764,26614,27403,29719,34318,37188,39663,41563,40481,41488,45309,52364,62869,54838,50934,44261,41080,52037
1980,25,滋賀県,男,44580,50197,41429,36500,32774,40350,49787,42266,36267,35985,33951,22183,17980,16982,13484,8600,4163,1340,326
1980,25,滋賀県,女,42214,47669,39648,36574,34471,40578,49120,40476,35084,34800,32981,29048,24640,22852,17574,12379,6876,2792,877
1985,25,滋賀県,男,40456,46432,51960,42036,35204,35848,42646,52152,43888,36976,35921,33635,21596,16773,14890,10523,5323,1911,458
1985,25,滋賀県,女,37985,44169,49328,40936,36067,36156,42448,51169,41505,35389,35069,33194,28860,23942,21377,15174,9137,3908,1241
1990,25,滋賀県,男,37446,42748,47828,50943,39124,38162,38126,44964,53844,44266,36789,35422,32753,20373,14911,11974,6954,2592,697
1990,25,滋賀県,女,35551,40080,45605,49672,39805,38494,38864,44554,52380,41837,35788,35337,33108,28229,22860,19166,11843,5587,1958
1995,25,滋賀県,男,35049,39532,44048,47428,51260,43913,41116,40606,46792,54973,44523,36666,34381,30776,18449,12176,8207,3614,1034
1995,25,滋賀県,女,33637,37444,41312,45750,49506,42591,41370,40990,45852,53119,42274,36039,35306,32578,27290,20927,15511,7857,2957
2000,25,滋賀県,男,36370,36252,40316,44113,49610,53874,45918,43088,41719,47162,54532,43823,35823,32394,27570,15527,8723,4585,1629
2000,25,滋賀県,女,34418,34629,38087,41659,46027,51233,44882,43096,41927,46227,53233,42596,36087,34750,31264,25300,17704,11092,5014
2005,25,滋賀県,男,35273,36624,36136,40626,44764,45909,53902,45848,42708,40445,45796,53027,42365,33730,29486,23381,11564,5271,2329
2005,25,滋賀県,女,33133,34677,34510,37519,39715,44253,51671,44822,42621,41181,45577,52720,42299,35251,33536,29296,22165,13744,8316
2010,25,滋賀県,男,34582,36506,37408,37684,42151,41615,47724,55963,47134,43229,40604,45597,52164,40685,31336,25639,17882,7213,2927
2010,25,滋賀県,女,32667,34358,35232,35089,37293,39943,47051,54164,46473,43447,41657,45798,52803,41973,34505,31808,26108,17359,11353
2015,25,滋賀県,男,33216,34987,36847,38175,39636,41376,42927,48971,56893,47612,43145,40246,44762,50258,38086,27676,20146,11575,4391
2015,25,滋賀県,女,31510,33040,34449,35387,35259,37151,40859,47824,54597,46525,43379,41510,45632,52412,41207,32972,28673,20921,15422
2020,25,滋賀県,男,29802,33359,35108,37244,39527,38840,41651,43150,48907,56510,46866,42195,38993,42630,46813,33496,21838,13297,7128
2020,25,滋賀県,女,28275,31650,33009,34497,35787,35181,37543,41099,47807,54328,46210,42987,41054,44884,50964,38955,29533,23094,19789
2025,25,滋賀県,男,27605,29939,33493,35483,38554,38905,39184,41845,43122,48588,55627,45865,40941,37219,39736,41576,26712,14752,9280
2025,25,滋賀県,女,26191,28404,31640,33064,34943,35755,35640,37790,41135,47579,53959,45823,42552,40413,43666,48383,35104,24127,23728
2030,25,滋賀県,男,26747,27723,30057,33837,36725,38021,39236,39388,41771,42846,47841,54428,44541,39153,34792,35368,33719,18367,11050
2030,25,滋賀県,女,25377,26305,28399,31676,33519,34935,36199,35885,37819,40954,47258,53500,45390,41924,39364,41490,43951,28982,26642
2035,25,滋賀県,男,26153,26851,27827,30347,34991,36183,38323,39429,39333,41482,42195,46820,52837,42650,36684,31152,28807,23786,13795
2035,25,滋賀県,女,24814,25482,26299,28417,32082,33517,35341,36427,35913,37639,40687,46858,52983,44753,40886,37504,37743,36848,31446
2040,25,滋賀県,男,25141,26244,26948,28078,31351,34415,36472,38490,39360,39083,40842,41313,45464,50598,40031,33010,25665,20435,18367
2040,25,滋賀県,女,23849,24905,25468,26304,28769,32059,33899,35544,36450,35757,37393,40355,46406,52240,43689,39044,34289,31709,39864
1980,26,京都府,男,91674,109284,94497,93806,105123,91075,118389,98825,85557,82560,71478,48654,39165,39499,33180,20972,10468,3197,708
1980,26,京都府,女,86607,104094,89792,88209,89714,91976,120612,100987,86299,83036,74953,65930,56835,53597,42393,29126,16300,6398,1998
1985,26,京都府,男,78003,90433,108176,103145,110240,78497,87585,115800,97253,83890,80392,68800,46037,35929,33974,25753,13415,5094,1127
1985,26,京都府,女,73179,85521,103316,97451,96299,78698,90104,118836,99841,85394,81916,73512,63827,54057,49390,36466,21756,9690,2978
1990,26,京都府,男,66059,75995,88803,116839,116146,81879,73939,84073,112249,94738,81413,77231,65082,42361,31406,26843,17204,6717,1928
1990,26,京都府,女,62552,71453,84038,110651,104465,83369,75390,87633,116524,98681,84090,80029,71594,60901,50364,43317,28317,13303,4768
1995,26,京都府,男,59616,65591,75297,97739,132134,91856,79952,72931,83142,111520,93650,79675,73887,60413,37473,25368,18512,9175,2853
1995,26,京都府,女,57028,61956,70650,93133,120481,92817,81784,74289,87082,116681,97921,83287,78506,68901,57634,45250,34929,18861,7607
2000,26,京都府,男,60248,59328,64948,83189,110469,104834,88510,77969,71691,81861,109289,91267,76806,69091,54164,31941,18579,10753,4462
2000,26,京都府,女,57697,56985,61325,79761,103331,105962,89902,80607,73678,86697,115655,96736,82019,76291,65525,53030,37916,24868,12653
2005,26,京都府,男,56345,59826,58223,72753,93175,84954,97800,84511,75181,69000,78618,104656,87192,71667,61875,45333,23723,10978,5659
2005,26,京都府,女,54151,57096,55806,68831,88648,85956,99892,86345,78407,71842,84458,112756,94141,78669,72332,60491,45361,28340,19225
2010,26,京都府,男,54067,56823,60034,66839,80854,72896,82568,98234,85158,76198,69544,78224,103225,83731,66115,52979,34059,14324,6030
2010,26,京都府,女,51495,54510,57515,63941,77299,75229,84313,100416,87784,79967,72822,85207,113094,92922,76746,67817,52990,34683,23313
2015,26,京都府,男,51539,54165,56824,64882,75029,71534,72663,83481,99173,86565,76707,69329,77508,100418,78924,59169,42715,22854,8819
2015,26,京都府,女,48890,51509,54634,62845,70644,69966,73883,84160,100758,88429,80256,72966,85451,112490,91855,74115,62648,44207,32515
2020,26,京都府,男,45075,51351,53943,59875,70099,67918,69813,71984,82724,98675,85415,74974,67250,73999,93418,69718,47397,28763,13985
2020,26,京都府,女,42764,48688,51401,58078,67600,65538,68234,73038,83662,100417,87856,79533,72256,83893,109410,86942,67016,51298,42846
2025,26,京都府,男,40695,44950,51175,56860,64828,64284,66406,69189,71404,82365,97387,83555,72822,64356,69060,83366,56383,32557,19151
2025,26,京都府,女,38610,42608,48626,54682,62660,63171,64097,67545,72687,83439,99774,87109,78807,71029,81774,104041,79012,55643,53353
2030,26,京都府,男,38763,40593,44803,53924,61608,59662,63003,65827,68618,71133,81332,95300,81236,69795,60265,61899,68542,39291,23373
2030,26,京都府,女,36776,38483,42568,51714,59075,58735,61858,63461,67232,72520,82941,98928,86350,77506,69378,77975,95309,66229,62103
2035,26,京都府,男,37133,38669,40469,47214,58371,56665,58520,62462,65285,68334,70289,79653,92680,77962,65499,54342,51198,49004,28808
2035,26,京都府,女,35228,36659,38450,45281,55849,55394,57543,61246,63171,67074,72109,82275,98080,84994,75771,66397,71728,81143,74189
2040,26,京都府,男,34830,37040,38551,42660,51099,53662,55559,58024,61952,65037,67505,68911,77542,89000,73328,59317,45413,36898,37225
2040,26,京都府,女,33049,35117,36625,40910,48901,52339,54260,56987,60970,63026,66692,71567,81627,96570,83177,72649,61455,61471,92641
1980,27,大阪府,男,313948,394740,353344,318932,301084,329831,419379,379553,332551,296694,233335,154123,113838,103381,77151,46812,21233,6343,1240
1980,27,大阪府,女,298584,373213,333754,307658,290078,327833,423242,379413,323117,284792,231564,185596,150687,135710,102803,67093,35328,12637,3630
1985,27,大阪府,男,265482,300495,383777,366474,343536,280740,315846,402338,366528,323228,285086,219627,142082,101065,86389,57878,28739,9978,2180
1985,27,大阪府,女,251764,286096,362565,347968,331781,276630,316566,408116,370409,317434,277849,223706,177793,142807,124406,87876,49321,20219,5721
1990,27,大阪府,男,228619,251120,290468,395350,376433,313531,264179,299300,388393,357094,312874,269601,201657,126226,85216,66401,36978,13790,3777
1990,27,大阪府,女,218272,238551,276855,374884,368237,311590,262167,302395,396942,362841,309659,267736,212662,167100,130489,107177,66481,29622,9767
1995,27,大阪府,男,214738,218834,243115,305000,413296,356845,300897,253157,290251,382092,349503,303512,251963,183028,109079,67094,44038,18874,5464
1995,27,大阪府,女,204853,208817,231118,292675,402889,355511,297624,251679,295485,391895,356566,302595,258510,203546,156110,115581,85143,43522,16396
2000,27,大阪府,男,219218,206796,213553,255411,323216,382790,337565,287017,244256,281958,368143,332823,283515,229037,158395,89210,47334,24657,8869
2000,27,大阪府,女,209392,197287,203709,245695,316600,384912,339447,287134,245840,289629,381575,345230,291430,245861,189353,140174,94724,59223,28376
2005,27,大阪府,男,199952,211724,200940,219007,260016,281400,352250,314287,269860,231024,266264,347742,311397,261153,201447,130030,64878,27494,12347
2005,27,大阪府,女,190489,201544,191370,210639,256235,291557,361430,320276,273793,235072,277466,366224,330662,276965,230482,171943,118043,70369,44239
2010,27,大阪府,男,186340,197845,211819,212903,235054,254579,286712,357817,321068,275299,234201,267894,341809,295817,238157,169549,95560,38402,14622
2010,27,大阪府,女,178563,188518,202115,204027,234852,262798,297151,365369,327622,280765,241689,281322,365139,326321,269346,215020,150500,90719,58735
2015,27,大阪府,男,178435,183565,197307,217705,226911,230639,254338,286558,358170,321634,274582,231426,260603,325900,271836,205839,131030,61532,22287
2015,27,大阪府,女,169269,175789,188277,208799,219112,233824,259988,294603,364386,327798,280428,240474,278311,360220,317198,253994,192200,120771,82544
2020,27,大阪府,男,154459,175316,182047,200032,227616,223653,228393,251346,283382,354067,316054,267135,222066,245469,297676,234035,159500,85370,36225
2020,27,大阪府,女,146538,166334,174602,191831,220526,219046,230750,256310,291796,361587,324579,276537,235995,272175,347680,296841,225416,153889,112626
2025,27,大阪府,男,138159,151890,173984,184661,209533,224335,221831,225949,248750,280442,348219,307792,256665,209983,225083,259762,183785,106087,53272
2025,27,大阪府,女,131077,144095,165325,177966,203106,220663,216700,227799,254059,289801,358200,320205,271598,231142,263226,327519,265406,182876,149094
2030,27,大阪府,男,131377,135892,150770,176369,193530,206993,222572,219502,223635,246311,276109,339476,296107,243184,193580,197486,208142,124554,70466
2030,27,大阪府,女,124642,128931,143265,168443,188600,203615,218391,214022,225847,252416,287272,353554,314659,266146,224054,248664,296086,217877,185852
2035,27,大阪府,男,125487,129242,134912,152876,184607,191635,205508,220277,217259,221481,242693,269579,327075,281165,224913,171311,159371,145265,87963
2035,27,大阪府,女,119057,122614,128205,146010,178337,189352,201676,215766,212259,224420,250316,283763,347651,308541,258218,212507,225807,247787,229023
2040,27,大阪府,男,117852,123482,128306,136820,160035,182866,190366,203503,218040,215200,218318,237216,260313,311185,260891,200128,140071,112234,109851
2040,27,大阪府,女,111807,117148,121929,130675,154607,179068,187636,199346,214041,210951,222604,247388,279272,341133,299685,245444,194309,190231,279575
1980,28,兵庫県,男,192927,232654,204306,176025,154804,189793,238520,208234,183132,178409,157782,109147,82011,77953,58294,37744,18539,5944,1394
1980,28,兵庫県,女,183530,220689,193664,179207,169925,193122,239917,210728,183535,179930,158807,133357,108642,98494,77270,53288,30321,11764,3703
1985,28,兵庫県,男,165588,191348,231150,197104,167558,159914,187312,235414,204963,179456,173301,150310,102161,74292,66892,44848,23884,8831,2160
1985,28,兵庫県,女,158888,182179,219952,195719,181606,165581,191233,238426,208431,181627,177091,155162,129174,103530,91321,66547,39769,17676,5632
1990,28,兵庫県,男,146618,168507,191799,222606,182248,169433,160602,187890,235160,202106,175227,166847,142274,93723,64579,52700,29678,11994,3457
1990,28,兵庫県,女,139128,161472,183521,222132,197047,178361,166850,192811,237960,207046,179831,174757,151692,124221,96809,80278,51671,24393,8898
1995,28,兵庫県,男,134121,148181,168124,183768,204360,184321,169993,161954,187412,232708,197366,168973,155633,128635,80835,50249,34450,14893,4687
1995,28,兵庫県,女,127524,140846,161298,184277,217947,190518,177088,167050,191660,234966,202914,175091,167501,143378,114244,84100,62368,32670,13243
2000,28,兵庫県,男,137427,137942,149739,164448,173633,212667,190128,174537,164361,186955,229304,193658,164063,146092,114971,68226,36754,20019,7217
2000,28,兵庫県,女,131435,131052,142517,163242,185528,219926,197212,181120,169940,192651,235528,203078,174504,164538,137794,105816,71132,45038,22353
2005,28,兵庫県,男,128075,137827,136266,144882,147101,163731,206808,184983,169535,157487,178906,220290,185671,153258,131740,96590,50876,22031,10458
2005,28,兵庫県,女,122400,131689,129524,141290,155148,174376,215661,193247,177847,166000,187989,230896,198791,168691,156549,127258,90821,53943,34294
2010,28,兵庫県,男,120792,129333,138029,136239,134078,147496,170931,212974,189760,171733,157962,179109,218167,178711,141667,112423,72506,30822,11876
2010,28,兵庫県,女,115430,123173,132520,132471,140032,153856,180189,220983,197672,181118,168498,190117,232057,196810,163975,146758,111774,69880,44284
2015,28,兵庫県,男,114039,120344,128528,135682,132133,137024,150785,172607,213876,188976,169915,155299,173943,208102,164520,122477,87499,46971,17864
2015,28,兵庫県,女,108186,114934,122882,132654,132807,138938,154377,180226,220620,196832,180049,167351,188128,228023,190270,154230,130799,89034,61553
2020,28,兵庫県,男,99313,113231,119355,126619,133357,134470,138540,150788,171828,211397,185660,165744,149649,164740,191422,142403,96024,57780,28135
2020,28,兵庫県,女,94225,107433,114334,122815,133945,132904,139051,153731,179204,218872,194938,178011,164830,184062,219933,178424,137439,104897,82440
2025,28,兵庫県,男,89384,98702,112386,117708,124636,135675,136084,138660,150243,169968,207803,181326,160017,142178,151926,167628,112879,64720,37915
2025,28,兵庫県,女,84800,93643,106951,114345,124380,134248,133321,138655,153029,177898,216828,192844,175498,161463,177753,207385,159986,111843,103987
2030,28,兵庫県,男,85091,88862,97994,110846,116046,126885,137236,136169,138149,148666,167197,203094,175321,152331,131669,133542,135314,77318,45820
2030,28,兵庫県,女,80734,84313,93255,106992,115950,124792,134628,132957,138051,151966,176316,214570,190252,172045,156240,167938,187721,131626,120388
2035,28,兵庫県,男,81601,84615,88237,96667,109301,118257,128367,137285,135638,136716,146330,163585,196547,167200,141491,116578,108405,95245,56052
2035,28,兵庫県,女,77418,80281,83977,93308,108527,116414,125175,134244,132389,137117,150667,174577,211768,186647,166714,148127,152503,157158,142676
2040,28,兵庫県,男,76884,81152,84029,87053,95320,111418,119655,128418,136737,134263,134621,143297,158583,187638,155711,125950,95752,76877,71839
2040,28,兵庫県,女,72936,76999,79971,84029,94647,108976,116781,124842,133676,131511,135961,149263,172414,207835,181092,158447,135324,128342,175466
1980,29,奈良県,男,45208,55813,48109,42140,35936,42482,54250,50067,45062,41501,35909,25003,18624,17626,13910,8918,4323,1391,323
1980,29,奈良県,女,43265,52919,46172,43683,40637,45642,58017,51433,42706,39646,35739,30293,25538,23736,18731,12783,7178,2901,933
1985,29,奈良県,男,40826,48490,58469,51511,41093,37293,44783,57711,52188,45826,41535,35811,24694,17568,15626,10915,5757,2083,513
1985,29,奈良県,女,38864,46158,55708,51417,45579,39493,48420,61563,53401,43727,40572,36482,30688,25189,22590,16520,9733,4251,1364
1990,29,奈良県,男,36693,43590,50607,61210,46828,39853,38871,47309,59415,52798,45817,41054,35217,23558,15775,12514,7502,2896,873
1990,29,奈良県,女,35065,41690,48218,60391,52411,43735,41925,50850,63646,54154,44454,41461,37070,30413,24143,20326,13015,6066,2173
1995,29,奈良県,男,34890,38916,45074,52953,56479,45789,42804,41380,49313,60602,52837,45646,39962,33105,21118,13112,8790,4053,1205
1995,29,奈良県,女,33286,37209,43043,52482,61208,50254,45736,43967,52445,64634,54746,44824,41200,36350,29387,22094,16786,8883,3309
